name,size,obs,boxes
001275.jpg,"[800, 600, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[[274, 198, 390, 448], [515, 330, 630, 442], [346, 230, 458, 363], [461, 235, 522, 341], [142, 278, 195, 378], [176, 272, 214, 342], [109, 213, 162, 290], [98, 182, 131, 242], [26, 198, 61, 261], [11, 144, 45, 192], [43, 139, 88, 200], [152, 154, 186, 221], [174, 118, 216, 176], [221, 125, 250, 184], [285, 122, 314, 190], [398, 136, 437, 187], [414, 165, 445, 219], [480, 152, 517, 216], [517, 203, 555, 264], [509, 178, 539, 224], [410, 206, 478, 277], [638, 179, 674, 250], [598, 243, 640, 315], [597, 216, 624, 272], [678, 221, 714, 278], [741, 238, 789, 322], [552, 194, 608, 264], [325, 117, 381, 170], [771, 390, 800, 430], [704, 274, 760, 323], [512, 256, 542, 326], [523, 154, 570, 197]]"
001276.jpg,"[800, 600, 3]","[16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 18]","[[2, 248, 138, 318], [635, 245, 702, 309], [189, 261, 320, 357], [226, 280, 381, 530], [19, 352, 294, 598], [494, 256, 635, 461], [627, 282, 762, 493], [747, 357, 800, 446], [755, 256, 800, 330], [568, 302, 800, 352], [2, 310, 237, 392], [58, 245, 131, 346]]"
001277.jpg,"[904, 600, 3]",[8],"[[4, 56, 904, 522]]"
001278.jpg,"[800, 600, 3]",[14],"[[3, 2, 800, 562]]"
001279.jpg,"[600, 800, 3]","[1, 1, 1, 16]","[[62, 51, 346, 720], [194, 358, 422, 706], [38, 264, 597, 800], [504, 565, 600, 800]]"
001280.jpg,"[901, 600, 3]",[12],"[[114, 137, 865, 537]]"
001281.jpg,"[901, 600, 3]","[12, 1]","[[305, 218, 710, 422], [445, 259, 488, 301]]"
001282.jpg,"[898, 600, 3]","[1, 1, 5]","[[433, 72, 713, 600], [54, 115, 428, 598], [192, 210, 383, 528]]"
001283.jpg,"[800, 600, 3]",[12],"[[373, 235, 600, 318]]"
001284.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 1]","[[216, 197, 376, 600], [381, 184, 602, 486], [442, 187, 682, 576], [482, 182, 800, 600], [2, 182, 202, 600], [670, 144, 717, 222]]"
001285.jpg,"[901, 600, 3]","[13, 13]","[[368, 249, 825, 514], [141, 231, 434, 465]]"
001286.jpg,"[906, 600, 3]",[13],"[[58, 225, 886, 600]]"
001287.jpg,"[748, 600, 3]","[6, 1]","[[3, 190, 296, 456], [266, 154, 748, 600]]"
001288.jpg,"[877, 600, 3]","[8, 8, 8]","[[119, 133, 747, 367], [626, 477, 872, 556], [344, 477, 554, 551]]"
001289.jpg,"[971, 600, 3]",[2],"[[305, 190, 689, 365]]"
001290.jpg,"[732, 600, 3]",[12],"[[38, 249, 698, 492]]"
001291.jpg,"[800, 600, 3]",[12],"[[13, 24, 800, 584]]"
001292.jpg,"[800, 600, 3]","[15, 1, 1, 1, 12]","[[581, 288, 659, 550], [98, 101, 493, 541], [387, 72, 426, 165], [298, 110, 344, 142], [246, 99, 360, 155]]"
001293.jpg,"[610, 600, 3]",[5],"[[4, 17, 550, 599]]"
001294.jpg,"[800, 600, 3]","[12, 12, 12, 12]","[[518, 242, 646, 336], [149, 258, 197, 286], [2, 258, 42, 290], [379, 261, 403, 275]]"
001295.jpg,"[600, 800, 3]",[15],"[[120, 6, 504, 797]]"
001296.jpg,"[800, 600, 3]","[1, 13]","[[286, 75, 533, 480], [115, 152, 653, 525]]"
001297.jpg,"[600, 800, 3]","[19, 1]","[[2, 218, 586, 800], [2, 138, 528, 654]]"
001298.jpg,"[800, 600, 3]","[1, 1, 1, 10]","[[501, 96, 691, 309], [309, 267, 518, 448], [171, 171, 333, 419], [5, 3, 682, 403]]"
001299.jpg,"[600, 699, 3]","[4, 4, 4]","[[55, 36, 320, 576], [295, 336, 446, 571], [445, 309, 571, 608]]"
001300.jpg,"[600, 923, 3]",[6],"[[131, 190, 471, 844]]"
001301.jpg,"[800, 600, 3]","[13, 1, 1]","[[35, 29, 595, 600], [552, 26, 682, 600], [618, 2, 800, 600]]"
001302.jpg,"[800, 600, 3]","[16, 16, 16, 16, 17]","[[419, 154, 539, 267], [262, 154, 381, 258], [298, 365, 574, 597], [3, 346, 323, 598], [6, 256, 782, 600]]"
001303.jpg,"[800, 600, 3]",[1],"[[2, 2, 690, 600]]"
001304.jpg,"[600, 901, 3]","[1, 9]","[[258, 332, 315, 476], [256, 405, 314, 519]]"
001305.jpg,"[901, 600, 3]",[8],"[[86, 198, 685, 447]]"
001306.jpg,"[890, 600, 3]",[5],"[[308, 242, 511, 360]]"
001307.jpg,"[898, 600, 3]","[9, 9, 9, 9, 9, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[29, 196, 90, 311], [469, 212, 510, 278], [401, 354, 472, 467], [480, 244, 659, 485], [604, 388, 760, 541], [674, 153, 733, 257], [634, 147, 670, 244], [607, 162, 643, 205], [359, 101, 426, 230], [34, 14, 485, 600], [668, 113, 855, 600], [516, 113, 640, 345], [823, 142, 891, 230], [302, 120, 352, 171]]"
001308.jpg,"[800, 600, 3]","[12, 12, 12]","[[182, 122, 774, 598], [642, 91, 755, 170], [646, 80, 734, 122]]"
001309.jpg,"[600, 862, 3]","[9, 1]","[[169, 400, 434, 862], [159, 45, 436, 838]]"
001310.jpg,"[800, 600, 3]","[7, 1, 1, 1, 7]","[[261, 317, 454, 541], [421, 144, 610, 522], [107, 176, 166, 318], [30, 211, 69, 266], [30, 262, 98, 330]]"
001311.jpg,"[940, 600, 3]","[9, 9, 9, 9, 9, 1, 1, 1, 1, 1]","[[875, 196, 922, 312], [813, 222, 875, 350], [628, 241, 715, 414], [333, 354, 572, 600], [23, 303, 340, 600], [871, 126, 931, 290], [811, 141, 880, 322], [626, 149, 728, 378], [352, 199, 547, 551], [51, 115, 307, 527]]"
001312.jpg,"[800, 600, 3]",[4],"[[2, 2, 768, 509]]"
001313.jpg,"[600, 726, 3]",[3],"[[224, 33, 427, 280]]"
001314.jpg,"[901, 600, 3]",[3],"[[123, 4, 665, 582]]"
001315.jpg,"[600, 800, 3]","[19, 1]","[[4, 434, 600, 668], [84, 102, 474, 668]]"
001316.jpg,"[800, 600, 3]",[5],"[[240, 98, 800, 598]]"
001317.jpg,"[600, 816, 3]",[6],"[[49, 34, 560, 786]]"
001318.jpg,"[800, 600, 3]","[11, 12]","[[330, 291, 589, 402], [269, 362, 294, 384]]"
001319.jpg,"[800, 600, 3]","[16, 1]","[[109, 326, 406, 600], [178, 158, 426, 544]]"
001320.jpg,"[904, 600, 3]","[1, 6]","[[427, 99, 546, 387], [309, 168, 736, 524]]"
001321.jpg,"[901, 600, 3]",[12],"[[2, 177, 822, 600]]"
001322.jpg,"[800, 600, 3]",[5],"[[2, 24, 800, 600]]"
001323.jpg,"[800, 600, 3]",[14],"[[53, 301, 770, 515]]"
001324.jpg,"[901, 600, 3]","[5, 5]","[[103, 79, 281, 600], [371, 63, 726, 568]]"
001325.jpg,"[792, 600, 3]","[10, 10, 10, 10, 10, 10, 1, 10, 10]","[[125, 239, 556, 413], [456, 263, 746, 397], [605, 6, 782, 188], [8, 464, 410, 560], [218, 513, 780, 591], [578, 464, 779, 559], [351, 188, 427, 279], [405, 453, 716, 537], [38, 291, 196, 366]]"
001326.jpg,"[800, 600, 3]",[19],"[[43, 2, 800, 600]]"
001327.jpg,"[600, 800, 3]",[1],"[[2, 86, 362, 800]]"
001328.jpg,"[800, 600, 3]","[5, 12]","[[213, 182, 515, 510], [2, 24, 798, 600]]"
001329.jpg,"[800, 600, 3]","[9, 1]","[[461, 366, 720, 533], [93, 238, 131, 307]]"
001330.jpg,"[800, 600, 3]","[12, 12, 12, 1]","[[282, 275, 336, 341], [475, 262, 534, 294], [267, 262, 547, 496], [224, 254, 275, 459]]"
001331.jpg,"[800, 600, 3]","[12, 12, 12]","[[123, 59, 645, 498], [718, 200, 800, 363], [608, 227, 723, 320]]"
001332.jpg,"[600, 800, 3]",[8],"[[32, 42, 131, 115]]"
001333.jpg,"[800, 600, 3]","[13, 1, 1]","[[250, 282, 325, 387], [302, 203, 344, 315], [248, 222, 323, 314]]"
001334.jpg,"[800, 600, 3]","[12, 12, 12, 12, 12]","[[26, 112, 782, 461], [755, 166, 800, 200], [6, 155, 109, 190], [69, 154, 154, 184], [163, 152, 211, 198]]"
001335.jpg,"[898, 600, 3]",[12],"[[2, 327, 167, 487]]"
001336.jpg,"[843, 600, 3]","[1, 9]","[[211, 49, 485, 423], [115, 192, 556, 453]]"
001337.jpg,"[600, 906, 3]","[6, 1]","[[174, 262, 402, 866], [145, 175, 447, 591]]"
001338.jpg,"[800, 600, 3]","[20, 19]","[[397, 93, 539, 205], [5, 334, 421, 600]]"
001339.jpg,"[838, 600, 3]",[5],"[[87, 18, 749, 565]]"
001340.jpg,"[800, 600, 3]","[5, 16, 1, 1]","[[522, 454, 800, 600], [341, 77, 650, 426], [240, 224, 403, 600], [147, 178, 530, 598]]"
001341.jpg,"[796, 600, 3]",[2],"[[181, 103, 716, 490]]"
001342.jpg,"[901, 600, 3]","[1, 10, 10, 10, 10, 10, 10, 10]","[[562, 303, 881, 587], [350, 65, 486, 283], [324, 137, 384, 173], [305, 159, 350, 193], [636, 135, 681, 159], [200, 123, 232, 142], [288, 99, 314, 135], [133, 123, 169, 148]]"
001343.jpg,"[800, 600, 3]","[20, 20, 16, 19, 19]","[[539, 144, 731, 310], [358, 269, 429, 330], [368, 320, 450, 493], [13, 325, 302, 493], [2, 392, 74, 600]]"
001344.jpg,"[800, 600, 3]",[7],"[[96, 96, 598, 600]]"
001345.jpg,"[800, 600, 3]","[16, 16, 16]","[[626, 267, 730, 413], [459, 267, 570, 419], [546, 240, 653, 374]]"
001346.jpg,"[1310, 600, 3]","[15, 1, 1]","[[810, 254, 933, 600], [576, 10, 1171, 600], [18, 3, 686, 597]]"
001347.jpg,"[800, 600, 3]","[19, 1, 1]","[[3, 246, 757, 598], [181, 104, 720, 600], [325, 101, 789, 571]]"
001348.jpg,"[901, 600, 3]",[2],"[[294, 94, 564, 378]]"
001349.jpg,"[800, 600, 3]",[15],"[[138, 517, 214, 600]]"
001350.jpg,"[800, 600, 3]","[16, 1, 1, 1, 1]","[[2, 294, 198, 600], [178, 182, 422, 600], [392, 243, 570, 600], [491, 182, 739, 595], [269, 229, 536, 600]]"
001351.jpg,"[800, 600, 3]","[16, 16, 1, 1, 1]","[[240, 235, 352, 406], [112, 234, 174, 301], [638, 136, 800, 600], [98, 283, 408, 600], [78, 222, 243, 550]]"
001352.jpg,"[1087, 600, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 16, 16, 16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1]","[[426, 283, 472, 339], [346, 248, 398, 350], [28, 326, 65, 380], [7, 350, 57, 413], [4, 363, 57, 441], [2, 422, 63, 517], [78, 337, 111, 413], [96, 346, 154, 465], [141, 359, 233, 470], [220, 448, 287, 550], [298, 520, 372, 600], [98, 452, 198, 598], [293, 335, 365, 504], [443, 400, 504, 598], [507, 383, 611, 598], [459, 320, 517, 465], [539, 302, 574, 424], [587, 309, 615, 433], [617, 298, 659, 430], [607, 320, 657, 443], [663, 320, 711, 433], [717, 298, 748, 428], [741, 320, 778, 435], [761, 341, 804, 535], [846, 328, 902, 489], [820, 307, 848, 450], [902, 343, 939, 565], [915, 307, 952, 398], [965, 302, 1002, 361], [1026, 339, 1078, 402], [107, 293, 526, 452], [970, 354, 1011, 396], [1048, 402, 1087, 598], [933, 407, 1057, 598], [722, 530, 820, 600]]"
001353.jpg,"[901, 600, 3]","[5, 1, 1]","[[218, 195, 611, 596], [171, 4, 663, 598], [5, 47, 171, 595]]"
001354.jpg,"[798, 600, 3]","[15, 15, 17, 1, 1, 1, 1]","[[560, 437, 625, 600], [163, 331, 203, 460], [3, 356, 798, 600], [3, 78, 261, 424], [319, 118, 661, 444], [189, 76, 312, 359], [304, 55, 439, 349]]"
001355.jpg,"[800, 600, 3]",[10],"[[109, 189, 800, 600]]"
001356.jpg,"[901, 600, 3]","[12, 12]","[[47, 110, 901, 530], [2, 99, 180, 351]]"
001357.jpg,"[800, 600, 3]","[13, 1]","[[69, 142, 707, 562], [190, 40, 363, 363]]"
001358.jpg,"[901, 600, 3]","[1, 1, 1, 12]","[[90, 162, 299, 517], [324, 274, 523, 454], [207, 97, 258, 164], [609, 9, 780, 76]]"
001359.jpg,"[896, 600, 3]",[14],"[[360, 95, 673, 475]]"
001360.jpg,"[920, 600, 3]",[12],"[[13, 167, 825, 501]]"
001361.jpg,"[901, 600, 3]",[2],"[[79, 63, 760, 600]]"
001362.jpg,"[600, 901, 3]","[1, 19]","[[59, 58, 600, 901], [4, 72, 598, 901]]"
001363.jpg,"[826, 600, 3]","[20, 20, 1, 1, 1]","[[293, 55, 826, 587], [2, 60, 296, 540], [595, 167, 721, 321], [499, 170, 590, 314], [362, 165, 476, 294]]"
001364.jpg,"[901, 600, 3]",[12],"[[124, 77, 730, 523]]"
001365.jpg,"[906, 600, 3]",[2],"[[584, 252, 754, 343]]"
001366.jpg,"[800, 600, 3]","[5, 5, 1, 1, 1, 1]","[[458, 434, 562, 528], [163, 418, 222, 526], [334, 238, 419, 440], [411, 238, 474, 448], [451, 264, 600, 530], [91, 286, 195, 528]]"
001367.jpg,"[800, 600, 3]","[20, 20]","[[184, 104, 424, 384], [427, 94, 704, 386]]"
001368.jpg,"[600, 800, 3]",[1],"[[149, 46, 482, 496]]"
001369.jpg,"[600, 901, 3]","[12, 12]","[[34, 182, 595, 780], [47, 81, 508, 283]]"
001370.jpg,"[600, 901, 3]","[9, 9, 1, 1]","[[79, 391, 342, 901], [359, 351, 542, 836], [40, 86, 398, 818], [353, 103, 596, 757]]"
001371.jpg,"[800, 600, 3]","[12, 12, 12, 12, 12]","[[299, 342, 395, 419], [414, 349, 461, 389], [466, 346, 576, 419], [562, 341, 589, 392], [96, 346, 168, 374]]"
001372.jpg,"[600, 901, 3]","[1, 1]","[[541, 137, 600, 420], [333, 130, 530, 858]]"
001373.jpg,"[901, 600, 3]",[8],"[[9, 123, 895, 378]]"
001374.jpg,"[800, 600, 3]",[19],"[[517, 326, 800, 598]]"
001375.jpg,"[732, 600, 3]",[2],"[[249, 13, 732, 560]]"
001376.jpg,"[800, 600, 3]","[12, 1]","[[613, 386, 682, 438], [323, 298, 490, 600]]"
001377.jpg,"[820, 600, 3]",[8],"[[448, 267, 521, 410]]"
001378.jpg,"[600, 783, 3]","[1, 2]","[[2, 276, 296, 754], [285, 141, 548, 633]]"
001379.jpg,"[800, 600, 3]",[12],"[[53, 50, 760, 539]]"
001380.jpg,"[940, 600, 3]",[18],"[[741, 376, 933, 561]]"
001381.jpg,"[901, 600, 3]",[3],"[[204, 77, 901, 600]]"
001382.jpg,"[901, 600, 3]","[12, 12, 12, 12, 12, 12, 1, 1, 1]","[[173, 409, 519, 584], [537, 463, 759, 589], [759, 458, 901, 600], [550, 409, 847, 492], [512, 443, 593, 512], [29, 416, 189, 517], [83, 434, 126, 566], [2, 431, 45, 568], [137, 420, 187, 532]]"
001383.jpg,"[800, 600, 3]",[14],"[[160, 221, 690, 499]]"
001384.jpg,"[800, 600, 3]","[12, 12, 12, 12, 12]","[[144, 224, 534, 518], [528, 29, 720, 171], [414, 142, 533, 227], [638, 5, 742, 59], [128, 392, 176, 440]]"
001385.jpg,"[904, 600, 3]","[11, 12, 12]","[[323, 213, 660, 351], [188, 282, 323, 342], [83, 284, 161, 340]]"
001386.jpg,"[800, 600, 3]","[13, 12, 12, 12, 12]","[[8, 91, 779, 592], [510, 142, 557, 166], [443, 131, 488, 165], [741, 126, 795, 165], [774, 144, 800, 181]]"
001387.jpg,"[600, 800, 3]","[3, 3]","[[61, 69, 600, 746], [341, 221, 600, 744]]"
001388.jpg,"[725, 600, 3]","[19, 1]","[[3, 3, 725, 600], [88, 13, 626, 580]]"
001389.jpg,"[800, 600, 3]",[3],"[[355, 261, 738, 533]]"
001390.jpg,"[901, 600, 3]","[1, 1, 1, 19, 1]","[[353, 99, 411, 332], [126, 99, 205, 414], [423, 112, 506, 337], [2, 256, 139, 600], [485, 103, 575, 364]]"
001391.jpg,"[800, 600, 3]","[19, 18, 18]","[[11, 278, 557, 600], [618, 98, 709, 216], [576, 26, 651, 138]]"
001392.jpg,"[800, 600, 3]","[20, 3, 1]","[[611, 29, 800, 298], [74, 102, 778, 526], [693, 72, 800, 286]]"
001393.jpg,"[800, 600, 3]","[17, 16, 1, 1, 1, 1, 15, 15, 15, 15, 15, 1]","[[98, 310, 520, 600], [3, 310, 125, 598], [462, 224, 768, 600], [466, 208, 640, 568], [315, 198, 456, 318], [24, 210, 213, 600], [416, 262, 448, 341], [371, 264, 394, 323], [341, 262, 368, 334], [330, 282, 354, 346], [314, 302, 336, 371], [214, 288, 400, 600]]"
001394.jpg,"[901, 600, 3]","[10, 12]","[[77, 175, 196, 243], [238, 61, 901, 523]]"
001395.jpg,"[800, 600, 3]",[3],"[[56, 38, 798, 600]]"
001396.jpg,"[800, 600, 3]","[1, 1, 9]","[[358, 318, 424, 443], [454, 317, 506, 477], [362, 370, 422, 470]]"
001397.jpg,"[600, 901, 3]",[5],"[[231, 218, 386, 474]]"
001398.jpg,"[857, 600, 3]",[6],"[[62, 17, 741, 600]]"
001399.jpg,"[800, 600, 3]","[2, 2]","[[195, 330, 288, 397], [291, 301, 394, 373]]"
001400.jpg,"[600, 800, 3]",[8],"[[194, 318, 544, 509]]"
001401.jpg,"[800, 600, 3]","[19, 3]","[[2, 2, 800, 598], [174, 197, 693, 446]]"
001402.jpg,"[800, 600, 3]","[19, 19, 9]","[[341, 106, 709, 482], [2, 189, 590, 600], [693, 82, 790, 198]]"
001403.jpg,"[904, 600, 3]","[9, 9, 9, 9, 9, 1, 1, 1, 1, 1, 1, 1, 12, 12]","[[90, 307, 231, 412], [233, 307, 372, 428], [445, 313, 595, 452], [665, 338, 858, 477], [828, 338, 896, 483], [125, 255, 181, 416], [179, 244, 237, 412], [338, 233, 423, 504], [425, 213, 497, 445], [578, 244, 622, 470], [596, 249, 681, 495], [680, 239, 754, 484], [481, 163, 616, 266], [347, 173, 501, 258]]"
001404.jpg,"[800, 600, 3]",[3],"[[91, 35, 709, 578]]"
001405.jpg,"[600, 904, 3]","[6, 1]","[[150, 107, 493, 786], [244, 161, 490, 819]]"
001406.jpg,"[800, 600, 3]","[5, 1, 19]","[[174, 203, 646, 597], [2, 58, 667, 485], [2, 2, 800, 597]]"
001407.jpg,"[800, 600, 3]","[16, 16, 16, 16, 16, 16, 16, 15]","[[680, 437, 800, 598], [104, 515, 280, 598], [176, 461, 282, 536], [64, 408, 166, 594], [51, 394, 155, 544], [22, 357, 104, 501], [2, 357, 27, 466], [363, 357, 390, 427]]"
001408.jpg,"[600, 901, 3]","[15, 1, 15, 1, 1, 18]","[[205, 441, 321, 807], [101, 193, 414, 697], [36, 123, 90, 301], [378, 2, 600, 195], [151, 157, 600, 659], [214, 2, 332, 234]]"
001409.jpg,"[901, 600, 3]","[12, 1, 1]","[[407, 133, 836, 432], [537, 168, 586, 220], [627, 166, 712, 222]]"
001410.jpg,"[974, 600, 3]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","[[368, 90, 680, 505], [64, 4, 191, 189], [131, 39, 181, 76], [312, 4, 378, 150], [407, 2, 489, 66], [464, 84, 510, 125], [588, 127, 692, 183], [709, 95, 820, 156], [849, 62, 966, 123], [760, 4, 844, 56], [563, 2, 639, 51]]"
001411.jpg,"[901, 600, 3]","[1, 1, 19, 18]","[[4, 160, 274, 461], [295, 32, 901, 600], [7, 211, 321, 488], [348, 63, 485, 386]]"
001412.jpg,"[904, 600, 3]","[6, 1]","[[323, 183, 712, 515], [392, 150, 566, 522]]"
001413.jpg,"[800, 600, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2]","[[597, 261, 771, 410], [302, 208, 374, 278], [154, 248, 238, 301], [5, 267, 35, 387], [275, 283, 379, 389], [410, 290, 517, 437], [133, 363, 259, 494], [214, 338, 336, 464], [189, 301, 251, 362]]"
001414.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 12]","[[24, 139, 69, 314], [64, 141, 104, 205], [518, 134, 579, 208], [685, 138, 744, 245], [760, 149, 800, 374], [64, 102, 733, 501]]"
001415.jpg,"[901, 600, 3]",[2],"[[650, 463, 742, 559]]"
001416.jpg,"[915, 600, 3]","[7, 7, 7, 7, 7, 7]","[[380, 143, 734, 351], [35, 130, 335, 357], [2, 194, 221, 455], [2, 338, 593, 600], [604, 48, 863, 194], [49, 24, 461, 245]]"
001417.jpg,"[727, 600, 3]","[1, 6]","[[277, 65, 458, 311], [83, 129, 556, 570]]"
001418.jpg,"[600, 711, 3]",[5],"[[47, 50, 510, 701]]"
001419.jpg,"[600, 901, 3]","[1, 1, 16, 1]","[[240, 27, 600, 742], [76, 52, 369, 505], [103, 2, 371, 231], [528, 2, 600, 240]]"
001420.jpg,"[904, 600, 3]","[6, 1, 18]","[[347, 197, 614, 488], [508, 145, 658, 484], [788, 267, 904, 553]]"
001421.jpg,"[600, 800, 3]","[1, 1, 16, 17]","[[302, 2, 595, 701], [186, 290, 598, 762], [2, 472, 171, 642], [5, 616, 600, 800]]"
001422.jpg,"[901, 600, 3]",[12],"[[123, 157, 816, 501]]"
001423.jpg,"[901, 600, 3]",[1],"[[223, 101, 688, 600]]"
001424.jpg,"[600, 800, 3]","[11, 1, 1, 1]","[[418, 506, 510, 643], [226, 538, 267, 666], [301, 576, 326, 651], [338, 590, 360, 646]]"
001425.jpg,"[750, 600, 3]",[2],"[[312, 268, 574, 452]]"
001426.jpg,"[600, 901, 3]","[13, 1, 1, 1, 1]","[[7, 333, 596, 897], [5, 5, 400, 897], [339, 5, 432, 159], [416, 2, 463, 126], [20, 5, 95, 137]]"
001427.jpg,"[600, 813, 3]","[9, 9, 1, 1]","[[249, 324, 439, 554], [405, 259, 540, 447], [372, 94, 519, 433], [259, 185, 434, 483]]"
001428.jpg,"[800, 600, 3]","[3, 12, 12]","[[248, 299, 698, 563], [389, 226, 643, 360], [458, 176, 531, 214]]"
001429.jpg,"[806, 600, 3]","[15, 15, 1]","[[677, 158, 763, 365], [731, 115, 803, 297], [2, 87, 803, 595]]"
001430.jpg,"[800, 600, 3]","[17, 1, 1, 1, 18, 20, 18]","[[2, 430, 400, 598], [160, 246, 376, 458], [338, 234, 485, 563], [392, 246, 637, 598], [90, 278, 160, 352], [506, 2, 669, 106], [550, 133, 685, 342]]"
001431.jpg,"[800, 600, 3]","[17, 15, 19, 1]","[[5, 261, 800, 597], [35, 205, 139, 443], [27, 27, 693, 275], [480, 5, 667, 261]]"
001432.jpg,"[800, 600, 3]",[12],"[[3, 3, 798, 600]]"
001433.jpg,"[800, 600, 3]",[8],"[[24, 139, 766, 406]]"
001434.jpg,"[904, 600, 3]","[1, 1, 11, 11]","[[804, 490, 842, 591], [772, 484, 811, 586], [439, 427, 743, 548], [175, 401, 425, 562]]"
001435.jpg,"[800, 600, 3]","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[387, 371, 738, 499], [16, 413, 398, 555], [19, 283, 166, 334], [242, 294, 402, 363], [362, 301, 549, 370], [470, 288, 594, 330], [642, 275, 771, 339], [739, 283, 786, 334], [354, 278, 477, 304], [170, 278, 277, 322], [685, 246, 707, 283], [706, 240, 728, 275], [726, 245, 752, 277], [358, 243, 376, 282], [336, 238, 355, 278], [216, 274, 234, 366], [216, 246, 235, 277], [234, 275, 256, 318], [269, 272, 299, 306], [298, 267, 330, 294], [347, 267, 373, 296], [102, 256, 133, 290]]"
001436.jpg,"[896, 600, 3]",[8],"[[331, 224, 591, 299]]"
001437.jpg,"[901, 600, 3]","[18, 18, 18, 1]","[[5, 141, 79, 476], [77, 103, 288, 434], [34, 180, 175, 499], [258, 79, 710, 232]]"
001438.jpg,"[600, 800, 3]","[17, 1, 1]","[[2, 190, 590, 800], [238, 13, 573, 410], [2, 2, 86, 146]]"
001439.jpg,"[600, 800, 3]","[17, 16]","[[6, 518, 600, 800], [312, 451, 437, 538]]"
001440.jpg,"[843, 600, 3]",[2],"[[83, 126, 678, 458]]"
001441.jpg,"[798, 600, 3]","[16, 16, 16, 16, 16, 16, 17]","[[546, 351, 669, 463], [748, 439, 798, 600], [696, 480, 764, 600], [284, 378, 386, 517], [161, 405, 297, 568], [136, 563, 274, 600], [217, 442, 712, 600]]"
001442.jpg,"[901, 600, 3]",[4],"[[132, 123, 773, 600]]"
001443.jpg,"[802, 600, 3]","[3, 16]","[[53, 51, 504, 598], [2, 152, 199, 600]]"
001444.jpg,"[800, 600, 3]","[19, 16, 18, 15, 18, 20, 20]","[[146, 419, 523, 600], [362, 314, 619, 523], [589, 298, 685, 386], [46, 333, 93, 414], [262, 224, 350, 442], [229, 243, 282, 306], [179, 245, 229, 302]]"
001445.jpg,"[800, 600, 3]","[11, 1, 1, 12, 12, 12]","[[182, 168, 728, 427], [781, 256, 800, 347], [744, 262, 774, 347], [128, 272, 186, 330], [126, 259, 155, 274], [2, 326, 352, 541]]"
001446.jpg,"[600, 896, 3]","[13, 1]","[[195, 378, 536, 702], [181, 331, 473, 595]]"
001447.jpg,"[800, 600, 3]","[13, 1]","[[224, 200, 670, 509], [264, 62, 523, 472]]"
001448.jpg,"[600, 800, 3]","[1, 1, 1]","[[238, 395, 334, 654], [13, 370, 250, 800], [2, 384, 42, 661]]"
001449.jpg,"[980, 600, 3]","[14, 14, 14]","[[631, 159, 827, 398], [45, 171, 322, 433], [386, 169, 565, 418]]"
001450.jpg,"[906, 600, 3]","[1, 13]","[[332, 127, 598, 459], [335, 199, 609, 455]]"
001451.jpg,"[898, 600, 3]","[17, 15, 15, 1, 1, 18]","[[5, 426, 898, 600], [681, 357, 753, 474], [295, 282, 397, 526], [435, 214, 693, 438], [174, 181, 397, 451], [22, 273, 93, 340]]"
001452.jpg,"[600, 800, 3]","[6, 1]","[[136, 445, 357, 800], [150, 227, 403, 560]]"
001453.jpg,"[800, 600, 3]",[2],"[[282, 46, 475, 490]]"
001454.jpg,"[800, 600, 3]",[1],"[[403, 270, 480, 491]]"
001455.jpg,"[802, 600, 3]","[9, 1, 1, 1, 12]","[[201, 282, 553, 600], [236, 199, 481, 553], [82, 201, 148, 300], [160, 196, 245, 292], [666, 143, 802, 202]]"
001456.jpg,"[904, 600, 3]","[15, 15, 1]","[[67, 112, 202, 600], [213, 139, 327, 600], [484, 4, 904, 600]]"
001457.jpg,"[800, 600, 3]","[19, 16]","[[218, 194, 560, 422], [691, 339, 800, 600]]"
001458.jpg,"[901, 600, 3]",[19],"[[191, 218, 706, 539]]"
001459.jpg,"[800, 600, 3]","[20, 1, 1, 1, 1]","[[5, 182, 82, 334], [211, 194, 450, 600], [400, 195, 597, 600], [214, 277, 237, 341], [182, 291, 224, 341]]"
001460.jpg,"[901, 600, 3]","[1, 9]","[[249, 123, 405, 436], [214, 231, 568, 508]]"
001461.jpg,"[800, 600, 3]",[19],"[[227, 283, 659, 600]]"
001462.jpg,"[800, 600, 3]",[3],"[[216, 258, 445, 456]]"
001463.jpg,"[800, 600, 3]","[10, 1]","[[142, 6, 533, 547], [462, 454, 488, 502]]"
